stockSymbol,stockName,dailyClose,volatility,avgVolume
PRVL,Prevail Therapeut...,12.35,57.301,"137,787"
PS,"Pluralsight, Inc.",9.41,100.64,"1,747,577"
PSA,Public Storage,187.6,26.367,"1,181,252"
PSB,PS Business Parks...,120.27,46.88,"120,188"
PSEC,Prospect Capital ...,5.01,43.403,"3,423,195"
PSMT,"PriceSmart, Inc.",46.59,42.29,"173,143"
PSN,Parsons Corporation,27.29,61.604,"271,837"
PSNL,"Personalis, Inc.",5.46,91.321,"395,092"
PSO,"Pearson, Plc",6.2,24.351,"656,338"
PSTG,"Pure Storage, Inc.",10.21,78.637,"3,864,407"
PSTI,Pluristem Therape...,3.28,50.409,"189,397"
PSTL,Postal Realty Tru...,13.03,21.492,"10,579"
PSTV,PLUS THERAPEUTICS...,1.17,95.737,"75,068"
PSV,Hermitage Offshor...,0.4,120.528,"25,676"
PSX,Phillips 66,45.68,87.397,"4,058,225"
PSXP,Phillips 66 Partn...,26.64,103.034,"620,717"
PT,Pintec Technology...,2.17,21.27,"350,200"
PTAC,PropTech Acquisit...,9.26,9.768,"145,302"
PTACU,PropTech Acquisit...,10.06,8.14,"13,653"
PTC,PTC Inc.,50.39,71.841,"1,063,035"
PTCT,"PTC Therapeutics,...",39.33,61.876,"1,012,067"
PTE,"PolarityTE, Inc.",0.97,67.97,"659,105"
PTEN,Patterson-UTI Ene...,2.17,175.335,"5,220,566"
PTGX,Protagonist Thera...,5.99,50.047,"164,290"
PTI,Proteostasis Ther...,1.39,83.877,"1,627,056"
PTLA,Portola Pharmaceu...,7.21,96.207,"2,022,715"
PTMN,Portman Ridge Fin...,0.93,106.17,"156,976"
PTN,Palatin Technolog...,0.4,48.793,"1,653,254"
PTNR,Partner Communica...,3.51,59.972,"7,046"
PTON,Peloton Interacti...,24.99,42.615,"6,634,746"
PTR,PetroChina Compan...,29.67,47.455,"151,642"
PTSI,P.A.M. Transporta...,25.22,84.552,"4,778"
PTVCA,Protective Insura...,12.3,43.105,"3,066"
PTVCB,Protective Insura...,12.52,37.691,"22,679"
PUB,People's Utah Ban...,16.49,69.602,"35,442"
PUK,Prudential Public...,17.83,95.017,"667,895"
PULM,"Pulmatrix, Inc.",1.02,69.321,"565,491"
PUMP,ProPetro Holding ...,2.11,192.17,"1,951,093"
PUYI,Puyi Inc.,5.4,14.508,"12,163"
PVAC,Penn Virginia Cor...,2.78,224.121,"344,640"
PVBC,Provident Bancorp...,8.43,51.992,"99,423"
PVG,Pretium Resources...,6.42,42.08,"2,591,883"
PVH,PVH Corp.,33.9,103.442,"1,151,446"
PVL,Permianville Roya...,0.92,100.217,"96,881"
PVT,Pivotal Acquisiti...,9.9,12.895,"288,931"
PW,Power REIT (MD),7.5,84.859,"37,568"
PWFL,"PowerFleet, Inc.",3.41,118.789,"151,824"
PWOD,Penns Woods Banco...,20.98,52.109,"10,188"
PWR,"Quanta Services, ...",26.98,51.033,"1,640,986"
PXD,Pioneer Natural R...,60.37,126.824,"2,328,088"
PXLW,"Pixelworks, Inc.",2.52,90.985,"412,442"
PXS,Pyxis Tankers Inc.,0.77,37.599,"67,469"
PYPL,"PayPal Holdings, ...",93.69,29.8,"9,168,270"
PYS,Merrill Lynch Dep...,14.64,48.463,"4,170"
PYT,PPlus Tr GSC-2 Tr...,18.2,27.31,"3,074"
PYX,Pyxus Internation...,1.85,110.423,"473,949"
PZG,Paramount Gold an...,0.57,70.031,"53,172"
PZN,Pzena Investment ...,4.34,59.446,"86,323"
PZZA,Papa John's Inter...,49.33,66.303,"876,573"
QADA,QAD Inc.,31.75,66.838,"50,307"
QADB,QAD Inc.,22.23,65.032,957
QBAK,Qualstar Corporation,2.37,64.53,"7,037"
QCOM,QUALCOMM Incorpor...,65,35.596,"11,597,756"
QCRH,"QCR Holdings, Inc.",27.97,61.096,"46,062"
QD,Qudian Inc,1.39,72.498,"8,606,968"
QDEL,Quidel Corporation,91.84,25.521,"344,133"
QEP,"QEP Resources, Inc.",0.46,226.342,"9,394,031"
QES,Quintana Energy S...,0.97,131.846,"15,983"
QFIN,"360 Finance, Inc.",7.03,28.251,"582,474"
QGEN,Qiagen N.V.,38.03,24.244,"2,937,514"
QHC,Quorum Health Cor...,0.55,131.02,"251,749"
QIWI,QIWI plc,10.14,77.364,"249,530"
QK,Q&K International...,12.6,9.344,"5,311"
QLYS,"Qualys, Inc.",78.84,29.304,"371,312"
QMCO,Quantum Corporati...,2,129.025,"336,200"
QNST,"QuinStreet, Inc.",6.69,97.127,"580,485"
QRHC,Quest Resource Ho...,1.43,70.953,"19,480"
QRTEA,"Qurate Retail, In...",4.46,103.995,"4,999,661"
QRTEB,"Qurate Retail, In...",3.96,107.449,"1,798"
QRVO,"Qorvo, Inc.",73.85,44.184,"2,159,982"
QSR,Restaurant Brands...,29.95,89.273,"3,117,567"
QTNT,Quotient Limited,3,105.911,"527,181"
QTRH,Quarterhill Inc.,1.2,21.628,"94,921"
QTRX,Quanterix Corpora...,15.66,86.778,"147,236"
QTS,"QTS Realty Trust,...",47.06,29.734,"671,117"
QTT,Qutoutiao Inc.,3.66,45.11,"1,877,154"
QTWO,"Q2 Holdings, Inc.",56.46,53.733,"507,485"
QUAD,"Quad Graphics, Inc",3.66,75.018,"514,990"
QUIK,QuickLogic Corpor...,2.4,93.633,"69,591"
QUMU,Qumu Corporation,1.36,40.172,"91,777"
QUOT,Quotient Technolo...,6.02,71.119,"458,692"
QURE,uniQure N.V.,43.81,46.344,"481,542"
QVCC,"QVC, Inc. 6.250% ...",15.27,71.775,"162,513"
QVCD,"QVC, Inc. 6.375% ...",15.8,60.267,"26,770"
R,"Ryder System, Inc.",28.81,46.063,"1,012,448"
RA,Brookfield Real A...,12.36,68.854,"341,857"
RACE,Ferrari N.V.,136.7,32.907,"626,471"
RAD,Rite Aid Corporation,17.06,56.326,"6,095,741"
RADA,Rada Electronics ...,3.42,83.2,"414,942"
RAIL,Freightcar Americ...,0.85,95.144,"103,747"
RAMP,LiveRamp Holdings...,28.22,47.781,"802,794"
RAND,Rand Capital Corp...,2.4,23.351,"8,684"
RAPT,RAPT Therapeutics...,13.26,102.371,"116,866"
RARE,Ultragenyx Pharma...,38.24,65.488,"591,956"
RAVE,Rave Restaurant G...,1.3,76.18,"103,276"
RAVN,"Raven Industries,...",19.6,60.396,"167,022"
RBA,Ritchie Bros. Auc...,28.77,50.634,"480,743"
RBB,RBB Bancorp,13.25,60.259,"43,590"
RBBN,Ribbon Communicat...,2.12,73.143,"354,374"
RBC,Regal Beloit Corp...,59.13,48.834,"293,582"
RBCAA,"Republic Bancorp,...",33.29,34.755,"25,622"
RBCN,Rubicon Technolog...,8.11,13.121,"7,174"
RBKB,Rhinebeck Bancorp...,6.93,51.783,"7,077"
RBNC,"Reliant Bancorp, ...",11.21,87.755,"39,201"
RBS,Royal Bank of Sco...,2.78,75.252,"2,107,146"
RBZ,Reebonz Holding L...,0.35,144.701,"385,908"
RC,Ready Capital Cor...,5.72,105.751,"480,024"
RCA,Ready Capital Cor...,17.58,53.811,"8,913"
RCB,Ready Capital Cor...,14.25,56.72,"7,221"
RCEL,Avita Medical Lim...,4.4,98.521,"590,744"
RCI,Rogers Communicat...,39.19,34.572,"617,111"
RCKT,Rocket Pharmaceut...,12.9,91.389,"403,968"
RCKY,"Rocky Brands, Inc.",16.99,57.391,"36,167"
RCL,Royal Caribbean C...,22.41,172.127,"7,889,895"
RCM,R1 RCM Inc.,9.07,65.095,"1,101,226"
RCMT,"RCM Technologies,...",1.14,105.763,"9,871"
RCON,"Recon Technology,...",1.46,75.933,"25,931"
RCP,Ready Capital Cor...,17.67,51.998,"3,899"
RCUS,Arcus Biosciences...,10,66.91,"343,474"
RDCM,Radcom Ltd.,5.99,60.021,"16,421"
RDFN,Redfin Corporation,12.04,117.053,"1,780,176"
RDHL,Redhill Biopharma...,4.05,34.292,"255,753"
RDI,Reading Internati...,3.66,100.837,"74,439"
RDIB,Reading Internati...,16,59.096,"1,251"
RDN,Radian Group Inc.,17.37,59.641,"1,995,791"
RDNT,"RadNet, Inc.",8.19,118.502,"376,739"
RDS.A,Royal Dutch Shell...,24.04,92.216,"7,050,178"
RDS.B,Royal Dutch Shell...,22.51,101.54,"7,028,407"
RDUS,"Radius Health, Inc.",13.43,71.607,"613,707"
RDVT,"Red Violet, Inc.",16.77,61.577,"90,317"
RDWR,Radware Ltd.,19.1,43.015,"255,720"
RDY,Dr. Reddy's Labor...,35.48,28.043,"210,950"
RE,"Everest Re Group,...",187.24,55.555,"352,573"
REAL,"The RealReal, Inc.",8.08,95.439,"1,822,506"
RECN,Resources Connect...,9.35,47.824,"153,053"
REDU,RISE Education Ca...,3.5,71.23,"31,581"
REED,"Reeds, Inc.",0.44,91.405,"215,487"
REFR,Research Frontier...,2.75,44.923,"111,310"
REG,Regency Centers C...,37.53,55.359,"1,194,788"
REGI,Renewable Energy ...,19.06,62.112,"773,732"
REGN,Regeneron Pharmac...,489.83,22.138,"1,249,286"
REI,"Ring Energy, Inc.",0.74,143.604,"977,856"
REKR,"Rekor Systems, Inc.",2.76,61.544,"151,627"
RELL,Richardson Electr...,3.64,28.722,"30,594"
RELV,Reliv' Internatio...,3.07,17.571,"36,323"
RELX,RELX PLC PLC,17.8,52.327,"671,221"
RENN,Renren Inc.,0.55,123.121,"46,117"
REPH,"Recro Pharma, Inc.",7.3,122.651,"390,019"
REPL,"Replimune Group, ...",9.91,60.753,"101,771"
RES,"RPC, Inc.",2.51,99.935,"2,031,168"
RESI,Altisource Reside...,8.88,41.716,"792,907"
RESN,Resonant Inc.,1.1,76.936,"531,846"
RETA,Reata Pharmaceuti...,139.26,61.409,"401,625"
RETO,ReTo Eco-Solution...,0.6,47.01,"38,257"
REV,"Revlon, Inc.",10.58,82.655,"57,141"
REVG,"REV Group, Inc.",6.25,75.291,"202,162"
REX,REX American Reso...,43.94,83.851,"43,808"
REXN,Rexahn Pharmaceut...,1.31,91.034,"515,309"
REXR,Rexford Industria...,35.75,50.402,"668,141"
REYN,Reynolds Consumer...,26.71,26.901,"996,774"
REZI,Resideo Technolog...,5.11,93.424,"1,539,172"
RF,Regions Financial...,8.28,89.26,"13,717,104"
RFIL,"RF Industries, Ltd.",3.87,73.256,"35,144"
RFL,"Rafael Holdings, ...",11.86,79.929,"47,320"
RFP,Resolute Forest P...,1.63,78.135,"402,698"
RGA,Reinsurance Group...,70.52,88.268,"612,955"
RGCO,RGC Resources Inc.,27.8,14.78,"31,346"
RGEN,Repligen Corporation,87.09,20.12,"503,107"
RGLD,"Royal Gold, Inc.",74.41,53.868,"768,848"
RGLS,Regulus Therapeut...,0.48,74.823,"181,927"
RGNX,REGENXBIO Inc.,25.61,93.833,"528,440"
RGR,"Sturm, Ruger & Co...",47.06,29.987,"171,626"
RGS,Regis Corporation,7.68,74.594,"342,046"
RGT,Royce Global Valu...,6.84,68.674,"35,829"
RH,Restoration Hardw...,91.83,118.23,"1,119,042"
RHE,Regional Health P...,0.78,81.313,"44,999"
RHI,Robert Half Inter...,38.2,43.453,"1,127,946"
RHP,Ryman Hospitality...,18.69,166.998,"634,009"
RIBT,RiceBran Technolo...,0.57,95.886,"101,552"
RICK,Rick's Cabaret In...,8.88,146.417,"112,295"
RIG,Transocean Ltd (S...,1.13,167.756,"23,774,508"
RIGL,Rigel Pharmaceuti...,1.41,68.7,"1,554,412"
RILY,B. Riley Financia...,15.46,59.874,"74,484"
RILYG,B. Riley Financia...,12.75,79.846,"16,600"
RILYH,B. Riley Financia...,15,57.786,"15,599"
RILYI,B. Riley Financia...,18.39,51.439,"11,388"
RILYL,B. Riley Financia...,25.29,0.462,"12,977"
RILYM,B. Riley Financia...,13.7,81.113,"104,175"
RILYN,B. Riley Financia...,13.45,75.703,"24,282"
RILYO,B. Riley Financia...,14,71.482,"14,606"
RILYP,B. Riley Financia...,14.02,78.799,"20,878"
RILYZ,B. Riley Financia...,13.65,75.83,"34,391"
RIO,Rio Tinto Plc,37.96,41.681,"2,666,013"
RIOT,"Riot Blockchain, ...",0.7,93.579,"1,576,574"
RIVE,Riverview Financi...,6.51,61.946,"6,195"
RJF,Raymond James Fin...,66.86,52.635,"1,440,808"
RKDA,Arcadia Bioscienc...,2.68,81.912,"246,514"
RL,Ralph Lauren Corp...,70.52,60.931,"1,200,273"
RLGT,Radiant Logistics...,3.56,47.958,"190,482"
RLGY,Realogy Holdings ...,3.03,165.601,"2,885,925"
RLH,Red Lions Hotels ...,1.73,62.833,"190,376"
RLI,RLI Corp.,76.92,28.912,"252,347"
RLJ,RLJ Lodging Trust,4.67,132.175,"2,279,237"
RLMD,Relmada Therapeut...,28,91.467,"164,945"
RM,Regional Manageme...,12.76,88.566,"56,930"
RMAX,"RE/MAX Holdings, ...",20.14,63.587,"145,746"
RMBI,Richmond Mutual B...,9.9,51.157,"28,346"
RMBL,"RumbleOn, Inc. Cl...",0.2,117.318,"513,371"
RMBS,"Rambus, Inc.",10.87,61.265,"942,365"
RMCF,Rocky Mountain Ch...,5.21,51.666,"17,944"
RMD,ResMed Inc.,136.1,29.235,"698,089"
RMED,Ra Medical System...,1.15,49.628,"56,770"
RMG,RMG Acquisition C...,9.5,7.474,"148,314"
RMG.U,RMG Acquisition C...,9.65,6.084,"9,010"
RMNI,"Rimini Street, Inc.",4.2,36.856,"141,865"
RMR,The RMR Group Inc...,23.22,70.829,"105,380"
RMT,Royce Micro-Cap T...,4.8,73.729,"215,271"
RMTI,"Rockwell Medical,...",2.21,88.586,"1,474,212"
RNDB,"Randolph Bancorp,...",8.98,77.789,"21,862"
RNET,"RigNet, Inc.",1.93,67.867,"108,839"
RNG,"Ringcentral, Inc.",184.23,57.564,"1,370,834"
RNGR,Ranger Energy Ser...,3.95,103.631,"13,328"
RNR,RenaissanceRe Hol...,125.11,53.002,"335,172"
RNST,Renasant Corporation,23.5,48.804,"242,215"
RNWK,"RealNetworks, Inc.",0.54,112.101,"105,205"
ROAD,Construction Part...,15.15,41.266,"239,723"
ROAN,"Roan Resources, Inc.",1.52,1.147,"1,117,917"
ROCK,Gibraltar Industr...,39.39,55.436,"241,796"
ROG,Rogers Corporation,91.54,42.701,"162,127"
ROIC,Retail Opportunit...,7.25,84.397,"1,308,107"
ROK,Rockwell Automati...,135.08,51.066,"1,071,780"
ROKU,"Roku, Inc.",74.12,75.636,"13,007,978"
ROL,"Rollins, Inc.",35.6,17.338,"1,508,473"
ROLL,RBC Bearings Inco...,96.71,82.245,"109,446"
ROP,"Roper Industries,...",300.01,36.627,"531,574"
ROSE,Rosehill Resource...,0.46,104.266,"87,388"
ROSEU,Rosehill Resource...,0.81,102.319,"1,103"
ROST,"Ross Stores, Inc.",65,74.301,"2,551,732"
ROYT,Pacific Coast Oil...,0.19,94.148,"687,827"
RP,"RealPage, Inc.",44.63,46.739,"667,958"
RPAI,Retail Properties...,4,116.747,"2,206,477"
RPAY,Repay Holdings Co...,12.24,48.695,"573,853"
RPD,"Rapid7, Inc.",35.76,50.357,"643,621"
RPLA,Replay Acquisitio...,9.5,8.703,"172,372"
RPM,RPM International...,50.86,35.498,"713,445"
RPT,Ramco-Gershenson ...,5.77,92.042,"692,516"
RRBI,Red River Bancsha...,39.01,57.423,"9,571"
RRC,Range Resources C...,3.03,46.528,"14,742,169"
RRD,R.R. Donnelley & ...,1.14,89.206,"934,332"
RRGB,Red Robin Gourmet...,6.54,213.398,"424,402"
RRR,"Red Rock Resorts,...",5.78,184.24,"1,119,968"
RRTS,Roadrunner Transp...,6.93,17.72,"30,784"
RS,Reliance Steel & ...,78.32,45.473,"543,670"
RSG,Republic Services...,74,35.244,"1,438,844"
RST,Rosetta Stone Ros...,12.39,74.688,"170,640"
RTEC,Rudolph Technolog...,28.5,10.173,"204,257"
RTIX,"RTI Surgical, Inc.",2.2,86.536,"616,061"
RTLR,Rattler Midstream...,3.8,173.447,"470,942"
RTN,Raytheon Company,121.34,73.36,"2,856,572"
RTRX,"Retrophin, Inc.",11.11,57.17,"354,392"
RTTR,Ritter Pharmaceut...,0.19,181.829,"9,703,341"
RTW,"RTW Retailwinds, ...",0.23,94.214,"457,289"
RUBI,The Rubicon Proje...,5.6,115.363,"1,776,469"
RUBY,Rubius Therapeuti...,4.2,110.471,"462,268"
RUHN,Ruhnn Holding Lim...,5.14,38.872,"351,739"
RUN,Sunrun Inc.,9.11,113.264,"3,244,425"
RUSHA,"Rush Enterprises,...",28.15,57.752,"226,422"
RUSHB,"Rush Enterprises,...",23.42,75.117,"6,994"
RUTH,Ruth's Hospitalit...,4.46,146.155,"572,402"
RVEN,Reven Housing REI...,5.12,1.739,"15,776"
RVI,Retail Value Inc.,13.46,93.643,"84,194"
RVLV,"Revolve Group, Inc.",8.81,112.636,"1,062,571"
RVMD,Revolution Medici...,22.63,65.93,"511,461"
RVNC,Revance Therapeut...,12.46,91.99,"994,036"
RVP,Retractable Techn...,1.19,58.437,"158,265"
RVSB,Riverview Bancorp...,4.99,56.945,"62,374"
RVT,Royce Value Trust...,8.7,73.469,"395,597"
RWGE,Regalwood Global ...,10.36,0.533,"124,961"
RWLK,ReWalk Robotics Ltd,0.64,57.086,"407,705"
RWT,"Redwood Trust, Inc.",6.43,106.856,"1,437,733"
RXN,Rexnord Corporation,23.76,50.741,"983,906"
RY,Royal Bank Of Canada,56.63,48.315,"1,465,821"
RYAAY,Ryanair Holdings plc,49.56,60.378,"871,277"
RYAM,Rayonier Advanced...,1.16,129.474,"664,598"
RYB,"RYB Education, Inc.",3.2,73.21,"26,848"
RYCE,Amira Nature Food...,5.73,35.859,"14,353"
RYI,Ryerson Holding C...,4.44,83.154,"133,529"
RYN,Rayonier Inc. REIT,21.84,51.911,"799,513"
RYTM,Rhythm Pharmaceut...,14.66,51.576,"241,202"
RZA,Reinsurance Group...,17.3,52.222,"74,657"
RZB,Reinsurance Group...,17.75,62.19,"32,729"
SA,"Seabridge Gold, Inc.",7.96,87.203,"549,195"
SAB,Saratoga Investme...,25.2,2.166,"3,970"
SABR,Sabre Corporation,3.82,164.847,"3,862,293"
SACC,Sachem Capital Co...,9.5,93.613,"7,925"
SACH,Sachem Capital Corp.,1.77,101.46,"116,018"
SAEX,SAExploration Hol...,1.21,112.857,"208,707"
SAFE,"Safety, Income an...",47.34,45.613,"288,979"
SAFM,"Sanderson Farms, ...",126.72,23.834,"506,944"
SAFT,Safety Insurance ...,74.91,34.86,"60,761"
SAGE,Sage Therapeutics...,28.19,107.722,"982,294"
SAH,"Sonic Automotive,...",12.37,106.368,"419,235"
SAIA,"Saia, Inc.",72.49,50.705,"328,512"
SAIC,Science Applicati...,56.02,62.588,"562,625"
SAIL,SailPoint Technol...,14.21,79.307,"1,107,834"
SAL,Salisbury Bancorp...,25.32,60.65,"4,014"
SALM,Salem Communicati...,0.92,56.083,"68,027"
SALT,Scorpio Bulkers Inc.,2.38,51.328,"664,473"
SAM,Boston Beer Compa...,319.08,33.192,"173,981"
SAMA,Schultze Special ...,9.91,3.943,"64,802"
SAMAU,Schultze Special ...,10.31,6.378,"17,414"
SAMG,Silvercrest Asset...,8.76,51.76,"14,283"
SAN,"Banco Santander, ...",2.18,76.166,"11,841,495"
SAND,Sandstorm Gold Ltd.,4.95,68.607,"2,646,678"
SANM,Sanmina Corporation,22.06,49.784,"461,232"
SANW,S&W Seed Company,2.07,53.076,"12,334"
SAP,SAP AG ADS,94.13,42.11,"897,155"
SAQN,Software Acquisit...,9.65,4.705,"105,482"
SAQNU,Software Acquisit...,9.86,8.152,"66,314"
SAR,Saratoga Investme...,13.25,108.447,"140,942"
SASR,Sandy Spring Banc...,20.33,70.454,"185,579"
SATS,EchoStar Corporation,29.81,42.029,"515,555"
SAUC,Diversified Resta...,1.04,1.744,"101,545"
SAVA,"Cassava Sciences,...",4.23,94.205,"1,843,220"
SAVE,"Spirit Airlines, ...",8.39,159.577,"2,704,263"
SB,"Safe Bulkers, Inc",1.08,44.973,"342,109"
SBAC,SBA Communication...,245.14,21.973,"845,399"
SBBP,Strongbridge Biop...,1.88,67.197,"494,107"
SBBX,Sussex Bancorp,13.5,72.642,"37,978"
SBCF,Seacoast Banking ...,16.48,63.693,"251,480"
SBE,Switchback Energy...,9.72,5.547,"67,339"
SBE.U,Switchback Energy...,9.68,4.895,"58,524"
SBFG,SB Financial Grou...,10.63,64.195,"10,166"
SBFGP,SB Financial Grou...,18.76,20.998,"6,080"
SBGI,Sinclair Broadcas...,14.36,94.586,"2,123,270"
SBGL,Sibanye Gold Limited,12.26,37.249,"4,918,887"
SBH,Sally Beauty Hold...,9.84,45.729,"2,388,618"
SBLK,Star Bulk Carrier...,5.85,49.181,"687,020"
SBLKZ,Star Bulk Carrier...,17.89,42.019,"9,982"
SBNA,Scorpio Tankers I...,24.98,0.905,"10,523"
SBNY,Signature Bank,92.66,70.325,"509,405"
SBOW,SilverBow Resorce...,2.43,77.991,"126,814"
SBPH,Spring Bank Pharm...,0.9,62.613,"243,986"
SBR,Sabine Royalty Trust,26.29,40.434,"44,084"
SBRA,Sabra Healthcare ...,8.01,139.848,"2,810,652"
SBS,Companhia de sane...,7.13,81.272,"1,494,897"
SBSI,Southside Bancsha...,28.63,36.471,"135,161"
SBSW,D/B/A Sibanye-Sti...,4.05,124.358,"5,287,953"
SBT,"Sterling Bancorp,...",3.08,106.365,"67,888"
SBUX,Starbucks Corpora...,61.41,50.216,"11,301,116"
SC,Santander Consume...,12.48,80.254,"1,745,436"
SCA,Stellus Capital I...,15.26,43.032,"3,966"
SCCB,Sachem Capital Co...,12.71,79.125,"2,736"
SCCO,Southern Copper C...,27.13,44.927,"976,270"
SCHL,Scholastic Corpor...,24.55,46.662,"208,123"
SCHN,Schnitzer Steel I...,11.49,47.784,"286,569"
SCHW,Charles Schwab Co...,31.82,55.386,"14,405,741"
SCI,Service Corporati...,34.86,44.479,"1,139,753"
SCKT,"Socket Mobile, Inc.",1.05,62.039,"18,740"
SCL,Stepan Company,98.3,36.755,"115,849"
SCM,Stellus Capital I...,6.97,92.421,"190,953"
SCON,Superconductor Te...,0.15,86.406,"2,588,776"
SCOR,"comScore, Inc.",2.59,52.673,"592,007"
SCPE,SC Health Corpora...,9.5,5.728,"137,560"
SCPH,scPharmaceuticals...,6,71.662,"90,678"
SCPL,SciPlay Corporation,7.64,42.321,"159,253"
SCS,Steelcase Inc.,8.76,89.651,"766,245"
SCSC,"ScanSource, Inc.",15.17,96.758,"130,690"
SCU,Sculptor Capital ...,12.22,86.113,"184,879"
SCVL,"Shoe Carnival, Inc.",17.08,93.551,"173,050"
SCWX,SecureWorks Corp.,10.28,65.494,"136,565"
SCX,L.S. Starrett Com...,3.21,59.054,"20,998"
SCYX,"SCYNEXIS, Inc.",0.66,78.283,"1,054,507"
SD,"SandRidge Energy,...",0.81,142.129,"300,533"
SDC,"SmileDirectClub, ...",4.01,125.671,"10,328,961"
SDGR,"Schrodinger, Inc.",33.44,63.924,"1,911,473"
SDI,Standard Diversif...,6.71,83.205,"12,017"
SDPI,Superior Drilling...,0.3,94.393,"39,856"
SDR,SandRidge Mississ...,0.23,130.663,"253,068"
SDRL,Seadrill,0.55,122.236,"862,332"
SDT,SandRidge Mississ...,0.17,124.575,"123,877"
SE,Sea Limited,39.7,32.088,"4,895,145"
SEAC,SeaChange Interna...,2.66,72.249,"542,816"
SEAS,SeaWorld Entertai...,8.54,163.973,"1,583,552"
SEB,Seaboard Corporation,2690,42.1,731
SECO,Secoo Holding Lim...,4.59,33.885,"43,507"
SEDG,SolarEdge Technol...,76.81,77.534,"1,491,791"
SEE,Sealed Air Corpor...,22,68.57,"1,482,909"
SEED,Origin Agritech L...,3.3,87.082,"88,139"
SEEL,Seelos Therapeuti...,0.5,94.603,"815,493"
SEIC,SEI Investments C...,42.42,54.089,"709,246"
SELB,Selecta Bioscienc...,1.69,112.146,"731,279"
SELF,Self Storage Grou...,3.41,30.716,"19,207"
SEM,Select Medical Ho...,13.25,87.855,"1,050,493"
SENEA,Seneca Foods Corp...,35.54,34.989,"24,122"
SENEB,Seneca Foods Corp...,34.89,33.454,390
SENS,Senseonics Holdin...,0.64,112.657,"2,461,663"
SERV,ServiceMaster Glo...,23.95,60.616,"1,863,124"
SES,Synthesis Energy ...,1.69,141.198,"43,301"
SESN,"Sesen Bio, Inc.",0.45,82.842,"1,121,988"
SF,Stifel Financial ...,35.3,81.69,"583,253"
SFB,Stifel Financial ...,17.25,50.057,"11,730"
SFBC,Sound Financial B...,22,59.466,"2,838"
SFBS,ServisFirst Bancs...,31.06,51.047,"250,964"
SFE,Safeguard Scienti...,5.3,89.43,"69,789"
SFET,Safe-T Group Ltd. ,1.4,59.91,"291,135"
SFIX,"Stitch Fix, Inc.",15.31,108.536,"2,684,260"
SFL,Ship Finance Inte...,7.92,59.779,"920,234"
SFM,Sprouts Farmers M...,17.62,27.952,"2,431,017"
SFNC,Simmons First Nat...,19.03,55.584,"693,631"
SFST,Southern First Ba...,25.31,61.697,"26,354"
SFTW,Osprey Technology...,9.25,8.419,"118,136"
SFUN,SouFun Holdings,1.84,46.908,"116,233"
SG,Sirius Internatio...,5.06,65.948,"4,973"
SGA,Saga Communicatio...,26.75,25.718,"8,668"
SGB,Southwest Georgia...,17.25,81.174,"2,389"
SGBX,"SG Blocks, Inc.",1.7,71.91,"257,656"
SGC,Superior Uniform ...,8.52,54.849,"26,126"
SGEN,"Seattle Genetics,...",100.01,26.662,"1,144,721"
SGH,SMART Global Hold...,21.77,72.041,"329,813"
SGLB,"Sigma Labs, Inc.",3.33,95.124,"23,129"
SGMA,SigmaTron Interna...,2.3,44.248,"7,036"
SGMO,Sangamo BioScienc...,6.13,58.244,"2,407,137"
SGMS,Scientific Games ...,4.71,171.356,"1,433,059"
SGOC,"SGOCO Group, Ltd ...",0.95,29.63,"11,833"
SGRP,"SPAR Group, Inc.",0.61,86.56,"50,125"
SGRY,"Surgery Partners,...",5.8,164.558,"524,989"
SGU,Star Gas Partners...,7.77,32.702,"74,467"
SHAK,"Shake Shack, Inc.",37.28,98.438,"2,437,584"
SHBI,Shore Bancshares Inc,9.14,68.916,"19,708"
SHEN,Shenandoah Teleco...,46.17,22.481,"229,076"
SHG,Shinhan Financial...,18.54,49.387,"150,942"
SHI,SINOPEC Shangai P...,22.35,21.513,"59,150"
SHIP,Seanergy Maritime...,0.18,81.888,"481,077"
SHLL,Tortoise Acquisit...,9.62,6.626,"132,501"
SHLO,Shiloh Industries...,1.28,108.5,"37,382"
SHLX,Shell Midstream P...,8.6,105.967,"1,244,695"
SHO,Sunstone Hotel In...,7.19,68.886,"3,973,319"
SHOO,"Steven Madden, Ltd.",22.68,67.681,"805,776"
SHOP,Shopify Inc.,332.5,56.142,"2,634,019"
SHOS,Sears Hometown an...,3.4,12.348,"179,044"
SHSP,"SharpSpring, Inc.",6.95,84.015,"57,591"
SHW,Sherwin-Williams ...,445.12,41.357,"712,161"
SI,Silvergate Capita...,9.13,89.656,"77,009"
SIBN,"SI-BONE, Inc.",8.62,91.855,"261,199"
SIC,Select Interior C...,3.03,155.217,"156,883"
SID,Companhia Siderur...,1.23,109.753,"4,891,344"
SIEB,Siebert Financial...,7.85,34.586,"16,544"
SIEN,"Sientra, Inc.",1.25,168.114,"705,840"
SIF,"SIFCO Industries,...",2.18,91.414,"5,798"
SIFY,Sify Technologies...,0.69,70.476,"58,445"
SIG,Signet Jewelers L...,8.74,129.108,"2,616,354"
SIGA,SIGA Technologies...,4.52,25.457,"208,683"
SIGI,Selective Insuran...,48.16,48.412,"308,545"
SILC,Silicom Ltd,23,50.284,"28,848"
SILK,Silk Road Medical...,24.22,76.332,"311,974"
SILV,SilverCrest Metal...,4.76,83.072,"865,794"
SIM,"Grupo Simec, S.A....",7.01,52.034,"1,356"
